TimePoint,100,50,25,12.5,6.25
0,0,0,0,0,0
0.2,0.03284,0.021563,0.018364,0.01194,0.010169
0.4,0.060814,0.044334,0.032029,0.017488,0.014939
0.6,0.08085,0.057385,0.043515,0.027273,0.018356
0.8,0.101893,0.072657,0.050749,0.03165,0.023824
1,0.113999,0.085216,0.065918,0.037846,0.027116
1.2,0.129405,0.098469,0.07132,0.039652,0.028164
1.4,0.140114,0.106099,0.080078,0.049093,0.031369
1.6,0.152556,0.114034,0.084638,0.054111,0.03378
1.8,0.165344,0.124445,0.095487,0.057578,0.036531
2,0.171187,0.133799,0.099587,0.066098,0.040227
2.2,0.181318,0.141034,0.104424,0.065273,0.044346
2.4,0.18602,0.148221,0.109738,0.067731,0.043762
2.6,0.192885,0.152737,0.117087,0.076546,0.048276
2.8,0.201647,0.159813,0.118991,0.076396,0.044977
3,0.206405,0.165419,0.125496,0.08383,0.048344
3.2,0.214444,0.172527,0.130235,0.082111,0.055483
3.4,0.218241,0.178163,0.135862,0.090509,0.056414
3.6,0.22349,0.181865,0.138882,0.091539,0.054979
3.8,0.228817,0.1876,0.141719,0.097079,0.059104
4,0.22972,0.190266,0.147929,0.097897,0.059629
4.2,0.237305,0.196207,0.151099,0.099298,0.063008
4.4,0.243857,0.198028,0.153344,0.106991,0.061621
4.6,0.248702,0.205211,0.157201,0.104747,0.06675
4.8,0.245812,0.204236,0.162465,0.111993,0.063308
5,0.24949,0.209015,0.167972,0.113336,0.071859
5.2,0.260959,0.213974,0.170899,0.114312,0.074105
5.4,0.26134,0.215446,0.170204,0.117238,0.072817
5.6,0.263913,0.217093,0.176412,0.120003,0.072231
5.8,0.264813,0.222139,0.177419,0.125242,0.075601
6,0.274188,0.223525,0.185425,0.121775,0.077849
6.2,0.274676,0.229194,0.185523,0.129804,0.0763
6.4,0.277944,0.231207,0.185167,0.129764,0.079684
6.6,0.285022,0.231618,0.190379,0.130747,0.085951
6.8,0.285096,0.236918,0.193272,0.131962,0.082422
7,0.290447,0.238467,0.193284,0.138617,0.088159
7.2,0.291196,0.239443,0.199093,0.140254,0.088528
7.4,0.294008,0.2445,0.199485,0.140349,0.085608
7.6,0.300334,0.246286,0.19952,0.146046,0.090175
7.8,0.303583,0.248939,0.201877,0.140366,0.091613
8,0.303396,0.249089,0.203661,0.14523,0.095348
8.2,0.304258,0.254241,0.21043,0.150863,0.093157
8.4,0.308901,0.256263,0.208576,0.150897,0.095995
8.6,0.308768,0.259868,0.215159,0.1514,0.096564
8.8,0.315719,0.263051,0.213529,0.148075,0.096197
9,0.314456,0.265399,0.217933,0.152927,0.095966
9.2,0.318504,0.264652,0.219568,0.153654,0.101603
9.4,0.32391,0.265456,0.22284,0.159779,0.103984
9.6,0.32271,0.272196,0.225681,0.157503,0.103819
9.8,0.32677,0.270126,0.225159,0.159636,0.107386
10,0.330026,0.271978,0.225315,0.165304,0.106261
10.2,0.330941,0.274701,0.230267,0.166373,0.108959
10.4,0.33383,0.278165,0.232147,0.170489,0.107655
10.6,0.336829,0.281812,0.235667,0.171979,0.112188
10.8,0.340646,0.286009,0.239133,0.16745,0.112
11,0.33955,0.282437,0.235004,0.171228,0.113248
11.2,0.342306,0.285843,0.238775,0.172584,0.117095
11.4,0.345679,0.288664,0.242348,0.173994,0.113087
11.6,0.348516,0.287056,0.246606,0.174124,0.115725
11.8,0.348325,0.292525,0.2473,0.174166,0.118928
12,0.355541,0.291974,0.246925,0.18435,0.118273
12.2,0.352022,0.293282,0.249822,0.184013,0.118085
12.4,0.358893,0.293887,0.249936,0.182834,0.121112
12.6,0.358616,0.300731,0.252398,0.181743,0.1216
12.8,0.362628,0.29734,0.259315,0.188539,0.123232
13,0.360876,0.303575,0.254356,0.185131,0.124218
13.2,0.363554,0.303401,0.256387,0.183913,0.127244
13.4,0.36869,0.308095,0.256715,0.189107,0.124763
13.6,0.367406,0.305661,0.259919,0.190846,0.127597
13.8,0.369249,0.308581,0.264497,0.191994,0.128402
14,0.370008,0.308704,0.26556,0.194683,0.132856
14.2,0.370921,0.30903,0.264123,0.195578,0.128537
14.4,0.375312,0.315447,0.265564,0.194459,0.134428
14.6,0.377036,0.317401,0.26737,0.195516,0.132449
14.8,0.377562,0.316346,0.268436,0.200783,0.133839
15,0.380594,0.313937,0.267716,0.19554,0.135179
15.2,0.383479,0.319723,0.273384,0.202139,0.13244
15.4,0.3875,0.315854,0.276276,0.201973,0.135308
15.6,0.383815,0.32238,0.276192,0.199218,0.134334
15.8,0.386305,0.320027,0.277348,0.201671,0.136462
16,0.389901,0.323135,0.27438,0.206086,0.14409
16.2,0.389154,0.327751,0.277887,0.204621,0.138432
16.4,0.396678,0.331816,0.280319,0.209754,0.141892
16.6,0.394189,0.327644,0.284767,0.211992,0.138202
16.8,0.392728,0.329863,0.282625,0.213318,0.14342
17,0.3999,0.332258,0.2863,0.212908,0.144975
17.2,0.400389,0.332953,0.287106,0.207843,0.147727
17.4,0.399897,0.33751,0.286936,0.214093,0.147235
17.6,0.397414,0.334433,0.290831,0.2138,0.1478
17.8,0.408181,0.338314,0.285315,0.21378,0.15025
18,0.40821,0.338893,0.292261,0.218281,0.151879
18.2,0.405951,0.336384,0.292443,0.21979,0.149192
18.4,0.410026,0.342377,0.291441,0.219512,0.15124
18.6,0.409308,0.34075,0.294755,0.218126,0.148679
18.8,0.410259,0.344986,0.294511,0.217984,0.153743
19,0.416027,0.344102,0.293757,0.225356,0.152918
19.2,0.413453,0.346775,0.301283,0.22459,0.152301
19.4,0.411314,0.345712,0.296646,0.22194,0.158382
19.6,0.413348,0.349588,0.2982,0.225512,0.153369
19.8,0.420269,0.350055,0.302176,0.22643,0.157504
20,0.421056,0.350755,0.300075,0.226381,0.157006
20.2,0.420395,0.349473,0.302578,0.228342,0.158475
20.4,0.423477,0.352966,0.304017,0.22625,0.157403
20.6,0.424629,0.350465,0.303698,0.229918,0.159311
20.8,0.427634,0.35415,0.307133,0.232293,0.161819
21,0.426137,0.356508,0.306094,0.232365,0.162056
21.2,0.427295,0.356155,0.30779,0.231628,0.161813
21.4,0.431032,0.360118,0.308952,0.230768,0.163959
21.6,0.433202,0.356049,0.311948,0.236273,0.166927
21.8,0.436313,0.359081,0.313872,0.235184,0.16967
22,0.432315,0.360019,0.311483,0.236402,0.165754
